No.,Fecha inicial corte,Fecha final corte,Departamento,Municipio,Comunidad (Si aplica),Clasificación,Tema,Subtema,Tipo de dato (medida),No. De personas/porcentaje/eventos,No. De mujeres mayores de edad,No. De hombres mayores de edad,No. De mujeres menores de edad,No. De hombres menores de edad,Madres gestantes,Grupo étnico,Si es indígena indique pueblo,Texto descriptivo,Link información,Link Registro fotográfico,Observación
3864,2020-03-02,2021-08-29,NARIÑO,COLON (GENOVA),No indica,Análisis situacional,COVID 19,Activo,Número,4.0,3,0,0,1,No indica,No indica,No indica,En el municipio de COLON (GENOVA) se tiene un total de Activo 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3865,2020-03-02,2021-08-29,NARIÑO,COLON (GENOVA),No indica,Análisis situacional,COVID 19,Fallecido,Número,14.0,2,12,0,0,No indica,No indica,No indica,En el municipio de COLON (GENOVA) se tiene un total de Fallecido 14,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3866,2020-03-02,2021-08-29,NARIÑO,COLON (GENOVA),No indica,Análisis situacional,COVID 19,Recuperado,Número,570.0,298,232,19,21,No indica,No indica,No indica,En el municipio de COLON (GENOVA) se tiene un total de Recuperado 570,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3867,2020-03-02,2021-08-29,NARIÑO,COLON (GENOVA),No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de COLON (GENOVA) se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3868,2020-03-02,2021-08-29,NARIÑO,CONSACA,No indica,Análisis situacional,COVID 19,Activo,Número,6.0,4,2,0,0,No indica,No indica,No indica,En el municipio de CONSACA se tiene un total de Activo 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3869,2020-03-02,2021-08-29,NARIÑO,CONSACA,No indica,Análisis situacional,COVID 19,Fallecido,Número,11.0,3,8,0,0,No indica,No indica,No indica,En el municipio de CONSACA se tiene un total de Fallecido 11,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3870,2020-03-02,2021-08-29,NARIÑO,CONSACA,No indica,Análisis situacional,COVID 19,Recuperado,Número,363.0,180,163,13,7,No indica,No indica,No indica,En el municipio de CONSACA se tiene un total de Recuperado 363,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3871,2020-03-02,2021-08-29,NARIÑO,CONSACA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,4.0,3,1,0,0,No indica,No indica,No indica,En el municipio de CONSACA se tiene un total de Sin clasificar 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3872,2020-03-02,2021-08-29,NARIÑO,CONTADERO,No indica,Análisis situacional,COVID 19,Activo,Número,4.0,1,3,0,0,No indica,No indica,No indica,En el municipio de CONTADERO se tiene un total de Activo 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3873,2020-03-02,2021-08-29,NARIÑO,CONTADERO,No indica,Análisis situacional,COVID 19,Fallecido,Número,7.0,0,7,0,0,No indica,No indica,No indica,En el municipio de CONTADERO se tiene un total de Fallecido 7,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3874,2020-03-02,2021-08-29,NARIÑO,CONTADERO,No indica,Análisis situacional,COVID 19,Recuperado,Número,255.0,113,128,6,8,No indica,No indica,No indica,En el municipio de CONTADERO se tiene un total de Recuperado 255,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3875,2020-03-02,2021-08-29,NARIÑO,CONTADERO,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de CONTADERO se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3876,2020-03-02,2021-08-29,NARIÑO,CORDOBA,No indica,Análisis situacional,COVID 19,Activo,Número,12.0,8,3,0,1,No indica,No indica,No indica,En el municipio de CORDOBA se tiene un total de Activo 12,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3877,2020-03-02,2021-08-29,NARIÑO,CORDOBA,No indica,Análisis situacional,COVID 19,Fallecido,Número,19.0,11,8,0,0,No indica,No indica,No indica,En el municipio de CORDOBA se tiene un total de Fallecido 19,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3878,2020-03-02,2021-08-29,NARIÑO,CORDOBA,No indica,Análisis situacional,COVID 19,Recuperado,Número,334.0,171,136,14,13,No indica,No indica,No indica,En el municipio de CORDOBA se tiene un total de Recuperado 334,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3879,2020-03-02,2021-08-29,NARIÑO,CORDOBA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,3.0,2,1,0,0,No indica,No indica,No indica,En el municipio de CORDOBA se tiene un total de Sin clasificar 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3880,2020-03-02,2021-08-29,NARIÑO,CUASPUD (CARLOSAMA),No indica,Análisis situacional,COVID 19,Activo,Número,7.0,3,4,0,0,No indica,No indica,No indica,En el municipio de CUASPUD (CARLOSAMA) se tiene un total de Activo 7,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3881,2020-03-02,2021-08-29,NARIÑO,CUASPUD (CARLOSAMA),No indica,Análisis situacional,COVID 19,Fallecido,Número,6.0,3,3,0,0,No indica,No indica,No indica,En el municipio de CUASPUD (CARLOSAMA) se tiene un total de Fallecido 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3882,2020-03-02,2021-08-29,NARIÑO,CUASPUD (CARLOSAMA),No indica,Análisis situacional,COVID 19,Recuperado,Número,198.0,99,85,6,8,No indica,No indica,No indica,En el municipio de CUASPUD (CARLOSAMA) se tiene un total de Recuperado 198,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3883,2020-03-02,2021-08-29,NARIÑO,CUMBAL,No indica,Análisis situacional,COVID 19,Activo,Número,12.0,8,4,0,0,No indica,No indica,No indica,En el municipio de CUMBAL se tiene un total de Activo 12,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3884,2020-03-02,2021-08-29,NARIÑO,CUMBAL,No indica,Análisis situacional,COVID 19,Fallecido,Número,44.0,16,28,0,0,No indica,No indica,No indica,En el municipio de CUMBAL se tiene un total de Fallecido 44,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3885,2020-03-02,2021-08-29,NARIÑO,CUMBAL,No indica,Análisis situacional,COVID 19,Recuperado,Número,831.0,399,376,25,31,No indica,No indica,No indica,En el municipio de CUMBAL se tiene un total de Recuperado 831,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3886,2020-03-02,2021-08-29,NARIÑO,CUMBAL,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de CUMBAL se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3887,2020-03-02,2021-08-29,NARIÑO,CUMBITARA,No indica,Análisis situacional,COVID 19,Activo,Número,4.0,1,3,0,0,No indica,No indica,No indica,En el municipio de CUMBITARA se tiene un total de Activo 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3888,2020-03-02,2021-08-29,NARIÑO,CUMBITARA,No indica,Análisis situacional,COVID 19,Fallecido,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de CUMBITARA se tiene un total de Fallecido 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3889,2020-03-02,2021-08-29,NARIÑO,CUMBITARA,No indica,Análisis situacional,COVID 19,Recuperado,Número,189.0,98,63,10,18,No indica,No indica,No indica,En el municipio de CUMBITARA se tiene un total de Recuperado 189,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3890,2020-03-02,2021-08-29,NARIÑO,EL CHARCO,No indica,Análisis situacional,COVID 19,Fallecido,Número,11.0,2,9,0,0,No indica,No indica,No indica,En el municipio de EL CHARCO se tiene un total de Fallecido 11,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3891,2020-03-02,2021-08-29,NARIÑO,EL CHARCO,No indica,Análisis situacional,COVID 19,Recuperado,Número,292.0,172,85,17,18,No indica,No indica,No indica,En el municipio de EL CHARCO se tiene un total de Recuperado 292,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3892,2020-03-02,2021-08-29,NARIÑO,EL CHARCO,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,3.0,0,3,0,0,No indica,No indica,No indica,En el municipio de EL CHARCO se tiene un total de Sin clasificar 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3893,2020-03-02,2021-08-29,NARIÑO,EL PEÑOL,No indica,Análisis situacional,COVID 19,Activo,Número,15.0,8,5,2,0,No indica,No indica,No indica,En el municipio de EL PEÑOL se tiene un total de Activo 15,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3894,2020-03-02,2021-08-29,NARIÑO,EL PEÑOL,No indica,Análisis situacional,COVID 19,Fallecido,Número,9.0,3,6,0,0,No indica,No indica,No indica,En el municipio de EL PEÑOL se tiene un total de Fallecido 9,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3895,2020-03-02,2021-08-29,NARIÑO,EL PEÑOL,No indica,Análisis situacional,COVID 19,Recuperado,Número,352.0,172,143,23,14,No indica,No indica,No indica,En el municipio de EL PEÑOL se tiene un total de Recuperado 352,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3896,2020-03-02,2021-08-29,NARIÑO,EL PEÑOL,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de EL PEÑOL se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3897,2020-03-02,2021-08-29,NARIÑO,EL ROSARIO,No indica,Análisis situacional,COVID 19,Activo,Número,4.0,2,2,0,0,No indica,No indica,No indica,En el municipio de EL ROSARIO se tiene un total de Activo 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3898,2020-03-02,2021-08-29,NARIÑO,EL ROSARIO,No indica,Análisis situacional,COVID 19,Fallecido,Número,14.0,6,8,0,0,No indica,No indica,No indica,En el municipio de EL ROSARIO se tiene un total de Fallecido 14,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3899,2020-03-02,2021-08-29,NARIÑO,EL ROSARIO,No indica,Análisis situacional,COVID 19,Recuperado,Número,248.0,123,98,7,20,No indica,No indica,No indica,En el municipio de EL ROSARIO se tiene un total de Recuperado 248,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3900,2020-03-02,2021-08-29,NARIÑO,EL ROSARIO,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de EL ROSARIO se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3901,2020-03-02,2021-08-29,NARIÑO,EL TABLON,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,1,2,0,0,No indica,No indica,No indica,En el municipio de EL TABLON se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3902,2020-03-02,2021-08-29,NARIÑO,EL TABLON,No indica,Análisis situacional,COVID 19,Fallecido,Número,14.0,8,6,0,0,No indica,No indica,No indica,En el municipio de EL TABLON se tiene un total de Fallecido 14,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3903,2020-03-02,2021-08-29,NARIÑO,EL TABLON,No indica,Análisis situacional,COVID 19,Recuperado,Número,393.0,200,166,17,10,No indica,No indica,No indica,En el municipio de EL TABLON se tiene un total de Recuperado 393,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3904,2020-03-02,2021-08-29,NARIÑO,EL TABLON,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de EL TABLON se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3905,2020-03-02,2021-08-29,NARIÑO,EL TAMBO,No indica,Análisis situacional,COVID 19,Activo,Número,4.0,1,2,0,1,No indica,No indica,No indica,En el municipio de EL TAMBO se tiene un total de Activo 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3906,2020-03-02,2021-08-29,NARIÑO,EL TAMBO,No indica,Análisis situacional,COVID 19,Fallecido,Número,14.0,7,7,0,0,No indica,No indica,No indica,En el municipio de EL TAMBO se tiene un total de Fallecido 14,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3907,2020-03-02,2021-08-29,NARIÑO,EL TAMBO,No indica,Análisis situacional,COVID 19,Recuperado,Número,575.0,314,212,18,31,No indica,No indica,No indica,En el municipio de EL TAMBO se tiene un total de Recuperado 575,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3908,2020-03-02,2021-08-29,NARIÑO,EL TAMBO,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,6.0,2,4,0,0,No indica,No indica,No indica,En el municipio de EL TAMBO se tiene un total de Sin clasificar 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3909,2020-03-02,2021-08-29,NARIÑO,FRANCISCO PIZARRO (SALAHONDA),No indica,Análisis situacional,COVID 19,Fallecido,Número,4.0,1,3,0,0,No indica,No indica,No indica,En el municipio de FRANCISCO PIZARRO (SALAHONDA) se tiene un total de Fallecido 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3910,2020-03-02,2021-08-29,NARIÑO,FRANCISCO PIZARRO (SALAHONDA),No indica,Análisis situacional,COVID 19,Recuperado,Número,83.0,43,34,2,4,No indica,No indica,No indica,En el municipio de FRANCISCO PIZARRO (SALAHONDA) se tiene un total de Recuperado 83,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3911,2020-03-02,2021-08-29,NARIÑO,FUNES,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de FUNES se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3912,2020-03-02,2021-08-29,NARIÑO,FUNES,No indica,Análisis situacional,COVID 19,Fallecido,Número,6.0,3,3,0,0,No indica,No indica,No indica,En el municipio de FUNES se tiene un total de Fallecido 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3913,2020-03-02,2021-08-29,NARIÑO,FUNES,No indica,Análisis situacional,COVID 19,Recuperado,Número,203.0,82,105,7,9,No indica,No indica,No indica,En el municipio de FUNES se tiene un total de Recuperado 203,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3914,2020-03-02,2021-08-29,NARIÑO,FUNES,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de FUNES se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3915,2020-03-02,2021-08-29,NARIÑO,GUACHUCAL,No indica,Análisis situacional,COVID 19,Activo,Número,16.0,9,6,1,0,No indica,No indica,No indica,En el municipio de GUACHUCAL se tiene un total de Activo 16,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3916,2020-03-02,2021-08-29,NARIÑO,GUACHUCAL,No indica,Análisis situacional,COVID 19,Fallecido,Número,16.0,4,12,0,0,No indica,No indica,No indica,En el municipio de GUACHUCAL se tiene un total de Fallecido 16,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3917,2020-03-02,2021-08-29,NARIÑO,GUACHUCAL,No indica,Análisis situacional,COVID 19,Recuperado,Número,394.0,206,174,12,2,No indica,No indica,No indica,En el municipio de GUACHUCAL se tiene un total de Recuperado 394,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3918,2020-03-02,2021-08-29,NARIÑO,GUAITARILLA,No indica,Análisis situacional,COVID 19,Fallecido,Número,14.0,5,9,0,0,No indica,No indica,No indica,En el municipio de GUAITARILLA se tiene un total de Fallecido 14,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3919,2020-03-02,2021-08-29,NARIÑO,GUAITARILLA,No indica,Análisis situacional,COVID 19,Recuperado,Número,278.0,134,129,6,9,No indica,No indica,No indica,En el municipio de GUAITARILLA se tiene un total de Recuperado 278,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3920,2020-03-02,2021-08-29,NARIÑO,GUAITARILLA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de GUAITARILLA se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3921,2020-03-02,2021-08-29,NARIÑO,GUALMATAN,No indica,Análisis situacional,COVID 19,Activo,Número,8.0,4,4,0,0,No indica,No indica,No indica,En el municipio de GUALMATAN se tiene un total de Activo 8,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3922,2020-03-02,2021-08-29,NARIÑO,GUALMATAN,No indica,Análisis situacional,COVID 19,Fallecido,Número,6.0,1,5,0,0,No indica,No indica,No indica,En el municipio de GUALMATAN se tiene un total de Fallecido 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3923,2020-03-02,2021-08-29,NARIÑO,GUALMATAN,No indica,Análisis situacional,COVID 19,Recuperado,Número,151.0,77,66,5,3,No indica,No indica,No indica,En el municipio de GUALMATAN se tiene un total de Recuperado 151,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3924,2020-03-02,2021-08-29,NARIÑO,GUALMATAN,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de GUALMATAN se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3925,2020-03-02,2021-08-29,NARIÑO,ILES,No indica,Análisis situacional,COVID 19,Activo,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de ILES se tiene un total de Activo 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3926,2020-03-02,2021-08-29,NARIÑO,ILES,No indica,Análisis situacional,COVID 19,Fallecido,Número,11.0,4,7,0,0,No indica,No indica,No indica,En el municipio de ILES se tiene un total de Fallecido 11,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3927,2020-03-02,2021-08-29,NARIÑO,ILES,No indica,Análisis situacional,COVID 19,Recuperado,Número,221.0,87,120,8,6,No indica,No indica,No indica,En el municipio de ILES se tiene un total de Recuperado 221,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3928,2020-03-02,2021-08-29,NARIÑO,IMUES,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de IMUES se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3929,2020-03-02,2021-08-29,NARIÑO,IMUES,No indica,Análisis situacional,COVID 19,Fallecido,Número,6.0,0,6,0,0,No indica,No indica,No indica,En el municipio de IMUES se tiene un total de Fallecido 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3930,2020-03-02,2021-08-29,NARIÑO,IMUES,No indica,Análisis situacional,COVID 19,Recuperado,Número,233.0,106,119,7,1,No indica,No indica,No indica,En el municipio de IMUES se tiene un total de Recuperado 233,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3931,2020-03-02,2021-08-29,NARIÑO,IMUES,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de IMUES se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3932,2020-03-02,2021-08-29,NARIÑO,IPIALES,No indica,Análisis situacional,COVID 19,Activo,Número,208.0,98,102,6,2,No indica,No indica,No indica,En el municipio de IPIALES se tiene un total de Activo 208,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3933,2020-03-02,2021-08-29,NARIÑO,IPIALES,No indica,Análisis situacional,COVID 19,Fallecido,Número,364.0,127,237,0,0,No indica,No indica,No indica,En el municipio de IPIALES se tiene un total de Fallecido 364,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3934,2020-03-02,2021-08-29,NARIÑO,IPIALES,No indica,Análisis situacional,COVID 19,Recuperado,Número,7692.0,3747,3482,261,202,No indica,No indica,No indica,En el municipio de IPIALES se tiene un total de Recuperado 7692,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3935,2020-03-02,2021-08-29,NARIÑO,IPIALES,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,47.0,17,28,1,1,No indica,No indica,No indica,En el municipio de IPIALES se tiene un total de Sin clasificar 47,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3936,2020-03-02,2021-08-29,NARIÑO,LA CRUZ,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,3,0,0,0,No indica,No indica,No indica,En el municipio de LA CRUZ se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3937,2020-03-02,2021-08-29,NARIÑO,LA CRUZ,No indica,Análisis situacional,COVID 19,Fallecido,Número,25.0,9,16,0,0,No indica,No indica,No indica,En el municipio de LA CRUZ se tiene un total de Fallecido 25,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3938,2020-03-02,2021-08-29,NARIÑO,LA CRUZ,No indica,Análisis situacional,COVID 19,Recuperado,Número,1274.0,633,566,34,41,No indica,No indica,No indica,En el municipio de LA CRUZ se tiene un total de Recuperado 1274,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3939,2020-03-02,2021-08-29,NARIÑO,LA CRUZ,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,6.0,3,3,0,0,No indica,No indica,No indica,En el municipio de LA CRUZ se tiene un total de Sin clasificar 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
3940,2020-03-02,2021-08-29,NARIÑO,LA FLORIDA,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,3,0,0,0,No indica,No indica,No indica,En el municipio de LA FLORIDA se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
